 

stn    time           tre200s0  tpo200s0
THU    202409151820       10.4      14.0
THU    202409151830       10.4      14.0
THU    202409151840       10.1      13.7
THU    202409151850        9.8      13.4
THU    202409151900       10.0      13.6
THU    202409151910        9.6      13.2
THU    202409151920        9.6      13.2
THU    202409151930       10.1      13.7
THU    202409151940       10.0      13.6
THU    202409151950        9.8      13.4
THU    202409152000        9.5      13.1
THU    202409152010        9.2      12.8
THU    202409152020        8.9      12.5
THU    202409152030        8.8      12.4
THU    202409152040        8.4      12.0
THU    202409152050        7.3      10.8
THU    202409152100        6.8      10.3
THU    202409152110        6.8      10.3
THU    202409152120        6.5      10.0
THU    202409152130        5.8       9.3
THU    202409152140        5.2       8.7
THU    202409152150        5.8       9.3
THU    202409152200        5.5       9.0
THU    202409152210        5.6       9.1
THU    202409152220        5.2       8.7
THU    202409152230        4.3       7.8
THU    202409152240        4.2       7.7
THU    202409152250        5.3       8.8
THU    202409152300        5.0       8.5
THU    202409152310        5.5       9.0
THU    202409152320        4.6       8.1
THU    202409152330        4.2       7.7
THU    202409152340        4.0       7.5
THU    202409152350        3.9       7.4
THU    202409160000        3.9       7.4
THU    202409160010        4.1       7.6
THU    202409160020        4.1       7.6
THU    202409160030        4.1       7.6
THU    202409160040        4.0       7.5
THU    202409160050        4.5       8.0
THU    202409160100        4.3       7.8
THU    202409160110        4.1       7.7
THU    202409160120        4.4       8.0
THU    202409160130        4.5       8.1
THU    202409160140        4.2       7.8
THU    202409160150        4.0       7.6
THU    202409160200        3.8       7.4
THU    202409160210        4.4       8.0
THU    202409160220        4.4       8.0
THU    202409160230        4.4       8.0
THU    202409160240        4.8       8.4
THU    202409160250        4.6       8.2
THU    202409160300        4.6       8.2
THU    202409160310        4.5       8.1
THU    202409160320        3.8       7.4
THU    202409160330        3.8       7.4
THU    202409160340        3.9       7.5
THU    202409160350        4.3       7.9
THU    202409160400        4.3       7.9
THU    202409160410        4.1       7.7
THU    202409160420        4.0       7.6
THU    202409160430        3.9       7.5
THU    202409160440        3.8       7.4
THU    202409160450        3.6       7.2
THU    202409160500        3.5       7.1
THU    202409160510        3.6       7.2
THU    202409160520        3.3       6.9
THU    202409160530        3.6       7.2
THU    202409160540        4.1       7.7
THU    202409160550        4.2       7.8
THU    202409160600        4.3       7.9
THU    202409160610        4.9       8.5
THU    202409160620        5.3       8.9
THU    202409160630        5.6       9.2
THU    202409160640        5.9       9.5
THU    202409160650        6.3       9.9
THU    202409160700        6.6      10.2
THU    202409160710        6.8      10.4
THU    202409160720        7.0      10.6
THU    202409160730        7.3      10.9
THU    202409160740        7.6      11.2
THU    202409160750        7.6      11.2
THU    202409160800        7.8      11.4
THU    202409160810        8.2      11.8
THU    202409160820        8.5      12.1
THU    202409160830        8.6      12.2
THU    202409160840        8.8      12.4
THU    202409160850        9.1      12.7
THU    202409160900        9.5      13.1
THU    202409160910       10.0      13.6
THU    202409160920       10.3      13.9
THU    202409160930       10.3      13.9
THU    202409160940       10.5      14.1
THU    202409160950       10.6      14.2
THU    202409161000       10.9      14.6
THU    202409161010       11.3      15.0
THU    202409161020       11.2      14.9
THU    202409161030       11.4      15.1
THU    202409161040       11.7      15.4
THU    202409161050       11.9      15.6
THU    202409161100       11.9      15.6
THU    202409161110       12.1      15.8
THU    202409161120       12.1      15.8
THU    202409161130       12.3      16.0
THU    202409161140       12.3      16.0
THU    202409161150       12.5      16.2
THU    202409161200       12.9      16.6
THU    202409161210       13.2      16.9
THU    202409161220       13.3      17.0
THU    202409161230       13.2      16.9
THU    202409161240       13.1      16.8
THU    202409161250       13.4      17.1
THU    202409161300       12.9      16.6
THU    202409161310       12.7      16.4
THU    202409161320       13.4      17.2
THU    202409161330       12.7      16.4
THU    202409161340       12.6      16.3
THU    202409161350       12.4      16.1
THU    202409161400       12.2      15.9
THU    202409161410       12.2      15.9
THU    202409161420       12.2      15.9
THU    202409161430       12.2      15.9
THU    202409161440       12.3      16.0
THU    202409161450       12.4      16.1
THU    202409161500       12.3      16.0
THU    202409161510       12.3      16.0
THU    202409161520       12.1      15.8
THU    202409161530       12.0      15.7
THU    202409161540       11.9      15.6
THU    202409161550       11.8      15.5
THU    202409161600       11.8      15.5
THU    202409161610       11.7      15.4
THU    202409161620       11.6      15.3
THU    202409161630       11.4      15.1
THU    202409161640       11.2      14.9
THU    202409161650       11.1      14.8
THU    202409161700       11.0      14.7
THU    202409161710       10.9      14.6
THU    202409161720       10.7      14.4
THU    202409161730       10.6      14.3
THU    202409161740       10.4      14.1
THU    202409161750       10.0      13.7
THU    202409161800        9.8      13.4
THU    202409161810        9.8      13.4
THU    202409161820        9.4      13.0
THU    202409161830        9.5      13.1
THU    202409161840        9.6      13.2
THU    202409161850        9.6      13.2
THU    202409161900        9.3      12.9
THU    202409161910        9.1      12.7
THU    202409161920        9.1      12.7
THU    202409161930        9.1      12.7
THU    202409161940        9.1      12.7
THU    202409161950        9.1      12.7
THU    202409162000        9.2      12.8
THU    202409162010        9.2      12.8
THU    202409162020        9.1      12.7
THU    202409162030        9.1      12.7
THU    202409162040        9.2      12.8
THU    202409162050        9.3      12.9
THU    202409162100        9.3      12.9
THU    202409162110        9.3      12.9
THU    202409162120        9.0      12.6
THU    202409162130        8.9      12.5
THU    202409162140        8.8      12.4
THU    202409162150        8.6      12.2
THU    202409162200        8.3      11.9
THU    202409162210        8.4      12.1
THU    202409162220        8.4      12.1
THU    202409162230        7.8      11.4
THU    202409162240        8.1      11.8
THU    202409162250        8.3      12.0
THU    202409162300        8.4      12.1
THU    202409162310        8.3      12.0
THU    202409162320        8.3      12.0
THU    202409162330        7.5      11.2
THU    202409162340        7.9      11.6
THU    202409162350        8.2      11.9
THU    202409170000        8.4      12.1
THU    202409170010        8.2      11.9
THU    202409170020        8.3      12.0
THU    202409170030        8.4      12.2
THU    202409170040        8.3      12.1
THU    202409170050        8.3      12.0
THU    202409170100        8.3      12.1
THU    202409170110        8.4      12.2
THU    202409170120        8.4      12.2
THU    202409170130        8.2      12.0
THU    202409170140        7.5      11.3
THU    202409170150        7.2      11.0
THU    202409170200        7.3      11.1
THU    202409170210        6.2      10.0
THU    202409170220        6.6      10.4
THU    202409170230        6.5      10.3
THU    202409170240        6.4      10.2
THU    202409170250        7.0      10.8
THU    202409170300        7.3      11.1
THU    202409170310        7.6      11.4
THU    202409170320        7.7      11.5
THU    202409170330        7.6      11.4
THU    202409170340        7.6      11.4
THU    202409170350        7.9      11.7
THU    202409170400        8.1      11.9
THU    202409170410        8.2      12.0
THU    202409170420        8.3      12.1
THU    202409170430        8.3      12.1
THU    202409170440        8.3      12.1
THU    202409170450        8.4      12.2
THU    202409170500        8.6      12.4
THU    202409170510        8.5      12.3
THU    202409170520        8.7      12.5
THU    202409170530        8.6      12.4
THU    202409170540        8.5      12.3
THU    202409170550        8.0      11.8
THU    202409170600        7.9      11.7
THU    202409170610        8.4      12.2
THU    202409170620        8.9      12.7
THU    202409170630        8.8      12.6
THU    202409170640        8.9      12.7
THU    202409170650        9.3      13.1
THU    202409170700        9.9      13.8
THU    202409170710       10.3      14.2
THU    202409170720       10.3      14.1
THU    202409170730       10.7      14.6
THU    202409170740       11.1      15.0
