"term","estimate","std.error","statistic","p.value","significant"
"GA_25:CAP278",0.0461572893249011,0.458591475655008,0.100650124948299,0.919833056183215,FALSE
"GA_25:CAP279",-0.202640268232052,0.269357867680337,-0.752308703574005,0.4519080096085,FALSE
"GA_25:CAP2710",0.154650609858737,0.272913933128915,0.566664398866313,0.570972790954933,FALSE
"GA_25:CAP2712",0.118561391877088,0.315750225440023,0.375491075934666,0.707314430981634,FALSE
"GA_25:CAP2714",0.0457457551502203,0.295518046155678,0.154798516521463,0.87698767223498,FALSE
"GA_25:CAP2715",-0.0338375902550832,0.349496623849368,-0.0968180747567599,0.922875534780436,FALSE
"GA_25:CAP2717",0.043299791237129,0.275101839517739,0.157395498747063,0.874940801165804,FALSE
"GA_25:CAP2718",0.392929144110172,0.810839749238356,0.484595315509953,0.627988956631864,FALSE
"GA_25:CAP2719",-0.160048186419776,0.329186079901438,-0.486193664287675,0.626855478787196,FALSE
"GA_25:CAP2721",-0.15589658959948,0.341066401152151,-0.457085743634813,0.647633289797122,FALSE
"GA_25:CAP2722",0.217556220564187,0.284603718718311,0.764418053087758,0.444661521004786,FALSE
"GA_25:CAP2723",-0.284353628221585,0.586063172262812,-0.485192794359838,0.62756514828299,FALSE
"GA_25:CAP2724",-0.402237375496309,0.51814039510393,-0.77630962437435,0.437610336607711,FALSE
"BUL_250:CAP272",-0.294383970293846,0.673006569277799,-0.437416191360136,0.66183225593091,FALSE
"BUL_250:CAP273",-0.539614672817622,0.534223637997528,-1.01009134459175,0.312510289248554,FALSE
"BUL_250:CAP274",-0.224319117152095,0.521000593548778,-0.430554436846517,0.666814687191736,FALSE
"BUL_250:CAP275",-0.0842101456257982,0.790108927374362,-0.106580425442907,0.91512698872015,FALSE
"BUL_250:CAP276",-0.132196216073516,0.602310538066128,-0.21948182493696,0.826285507133873,FALSE
"BUL_250:CAP277",-0.00256523318796532,0.720868718586252,-0.00355853031464062,0.997160880262958,FALSE
"BUL_250:CAP278",-1.35505216463039,1.43759842574542,-0.942580445528638,0.345950293409352,FALSE
"BUL_250:CAP279",0.226105634345061,0.930012182053481,0.243121153365773,0.80792353435788,FALSE
"BUL_250:CAP2710",0.734892030174239,0.902469145019501,0.814312637977621,0.415512493282994,FALSE
"BUL_250:CAP2712",0.242915498207596,1.06854326021246,0.227333330575028,0.82017573128324,FALSE
"BUL_250:CAP2714",0.332057317504531,0.984541371020884,0.337271065775749,0.735929588730584,FALSE
"BUL_250:CAP2715",-1.05885399644016,1.19154985835396,-0.888635913148351,0.374250174913423,FALSE
"BUL_250:CAP2717",-1.28987117851948,0.887073936519451,-1.45407403533966,0.146001238050425,FALSE
"BUL_250:CAP2718",0.0301498189297446,2.47082625888887,0.0122023225312908,0.990264782117225,FALSE
"BUL_250:CAP2719",-1.13828012824939,1.04432263583133,-1.08996979400265,0.275789597249393,FALSE
"BUL_250:CAP2721",-0.911657813274815,1.11161704036584,-0.820118602153473,0.412195497110054,FALSE
"BUL_250:CAP2722",0.0770128621510399,1.01049595313017,0.0762129347598875,0.939253357901874,FALSE
"BUL_250:CAP2723",-0.708879066980624,1.85056759805992,-0.38306034738952,0.701694596386409,FALSE
"BUL_250:CAP2724",-2.61357864382731,1.71538291979032,-1.5236123746334,0.127681599622907,FALSE
"AC_750:CAP272",-0.077689863085256,0.305692447206406,-0.25414387498033,0.799396972083146,FALSE
"AC_750:CAP273",-0.0228435898755633,0.243602863446549,-0.0937738972045198,0.925293284335668,FALSE
"AC_750:CAP274",-0.0258843780198837,0.24025296606179,-0.107738016492278,0.914208709043507,FALSE
"AC_750:CAP275",0.327965391960168,0.358562842403881,0.914666421543903,0.3604198021226,FALSE
"AC_750:CAP276",-0.0671550115375273,0.27864267513946,-0.241007632818327,0.809561080720746,FALSE
"AC_750:CAP277",-0.356457162891193,0.323988196189206,-1.10021651123063,0.271301474280055,FALSE
"AC_750:CAP278",-0.0118223597911304,0.689575026859065,-0.0171444140675742,0.986322229173226,FALSE
"AC_750:CAP279",0.411779865617672,0.432620425412431,0.951827147840072,0.341239962481089,FALSE
"AC_750:CAP2710",0.672442066692856,0.415717401729205,1.61754611160319,0.105836284294398,FALSE
"AC_750:CAP2712",0.799530998932573,0.488008687772801,1.6383540272234,0.101423505672881,FALSE
"AC_750:CAP2714",0.349938506474628,0.453886660637326,0.77098213457796,0.440761317629259,FALSE
"AC_750:CAP2715",-0.449124504889635,0.540068269317508,-0.831606910469301,0.405678602576642,FALSE
"AC_750:CAP2717",-0.1460043748627,0.406604430643491,-0.359082105012073,0.719551896371388,FALSE
